created_at,query,statuses_count,followers_count,friends_count,user_location,full_text,cleaned,class
Wed Feb 16 21:00:01 +0000 2022,nato,4124,442,2,Pakistan,"NATO chief questions Russian troop retreat

#NATO @NATO #RussiaUkraineCrisis #Russia #Ukraine #pakistantimestoday 

https://t.co/Ht9NKmM4KI",chief question russian troop retreat,1
Wed Feb 16 21:00:00 +0000 2022,nato,188132,111976,134,Usa,"There have been no signs of Russian withdrawal from Ukraine’s border yet, according to Ukraine President Voldymyr Zelenskyy. | By @HerbScribner

https://t.co/6M4x3vamkw",sign russian withdrawal border yet according president voldymyr zelenskyy,0
Wed Feb 16 21:00:00 +0000 2022,nato,2395,7203,1236,Usa,"🥇Article of the Day🥇#Russia has a robust #HybridWarfare strategy for #Ukraine, and #NATO must bolster its defense capabilities to meet this challenge effectively. 
All #TNTAotD picks:https://t.co/s14OLF9IXR 
Read @realChrisDolan1: https://t.co/iwJFM1am30",robust strategy must bolster defense capability meet challenge effectively pick read,1
Wed Feb 16 20:59:49 +0000 2022,nato,23976,4533,920,England,"Confirming both the #US and #NATO assessments, the #UK Chief of Defence Intelligence has said ""we have not seen evidence that #Russia has withdrawn forces from #Ukraine’s borders"".",confirming assessment chief defence intelligence said seen evidence withdrawn force border,1
Wed Feb 16 20:59:14 +0000 2022,nato,49041,37697,36592,England,"Speaking after a meeting of NATO defence ministers in Brussels, Jens Stoltenberg stresses there is no sign of a military de-escalation from Russia.",speaking meeting defence minister brussels jens stoltenberg stress sign military russia,-1
Wed Feb 16 21:28:38 +0000 2022,nato,23962,3316,2724,Usa,"Ukraine live updates: #Russia increasing troop numbers, say #NATO - as Kremlin issues energy supply warning to Europe https://t.co/djmhFbGzKx #UkraineCrisis",live update increasing troop number say kremlin issue energy supply warning europe,-1
Wed Feb 16 21:27:50 +0000 2022,nato,10983,399,1253,Usa,@RWDiogo I don’t blame Putin at all for demanding NATO stay out of Ukraine.  Otherwise it makes the USA a giant hypocrite when it says thing about Cuba and the entire Western Hemisphere.,blame putin demanding stay otherwise make usa giant hypocrite say thing cuba entire western hemisphere,-1
Wed Feb 16 21:27:46 +0000 2022,nato,141817,4105,4984,France,"Satellite images prove Russian failure to withdraw troops, NATO says https://t.co/awwnI3Dngv",satellite image prove russian failure withdraw troop say,-1
Wed Feb 16 21:27:12 +0000 2022,nato,1008,14,390,Germany,@EndGameWW3 From today: NATO: satellite imagery shows that the Russian military is building field hospitals near the Ukraine border,today satellite imagery show russian military building field hospital near border,0
Wed Feb 16 21:27:02 +0000 2022,nato,551024,6747,5461,Usa,"US and NATO deem Russia a persistent threat to Europe, will add battlegroups in response #SmartNews #Ukraine https://t.co/VGolfqMEKL",deem russia persistent threat europe add battlegroups response,-1
Wed Feb 16 21:26:09 +0000 2022,nato,619208,8152,7167,Usa,I remember him saying both sides need to deescalate tensions.  My view was that NATO was formed to keep Russia in check and Ukraine is not in NATO.  Maybe talk with allied nations before making a statement would be good.,remember saying side need deescalate tension view formed keep russia check maybe talk allied nation making statement would good,1
Wed Feb 16 21:25:52 +0000 2022,nato,14369,184,5001,Usa,"Russia is continuing its military buildup around Ukraine, NATO’s chief said. “We have not seen any de-escalation on the ground.” https://t.co/LxRAIaL9XQ via @WSJ",russia continuing military buildup around chief said seen via,0
Wed Feb 16 21:25:51 +0000 2022,nato,7279,266,1323,Usa,"1:30 in, ""a shitshow of NATO unity"" 

😬

Russia's latest military movements stoke confusion - https://t.co/vppOVGTqti",shitshow unity russia latest military movement stoke confusion,-1
Wed Feb 16 21:25:44 +0000 2022,nato,6209,825,1472,Usa,@SBirke79 @marynlm Ukraine is not a NATO member. Let Putin try invading a NATO country. That will be the real test.,member let putin try invading country real test,0
Wed Feb 16 21:25:40 +0000 2022,nato,83508,3151,4995,Australia,"Russia still building forces on Ukraine border, says top Nato official https://t.co/4ovcrzuewY",russia still building force border say top official,1
Wed Feb 16 21:44:58 +0000 2022,nato,37866,2608,2262,Usa,"@FoxNews BS. Biden had same question....""what do they stand for?"" Everything in place before pandemic which Biden reversed entering office. Highest GDP, best employment, energy independence, controlled border, NATO paying fair share, no wars. Joe's changes. Now on He and Chuckie must fix",biden question stand everything place pandemic biden reversed entering office highest gdp best employment energy independence controlled border paying fair share war joe change chuckie must fix,1
Wed Feb 16 21:43:04 +0000 2022,nato,213173,3661,1972,Usa,"The former head of MI6 Sir #JohnSawers has given a startling interview on #BBC Radio 4, in which he outlines the view that Russia never had any intention of invading Ukraine, &amp; that the threat has been greatly exaggerated by Western leaders.

#Russia #Ukraine #UK #US @NATO #MI6 https://t.co/5TDp1Eyqbr",former head sir given startling interview radio outline view russia never intention invading amp threat greatly exaggerated western leader,-1
Wed Feb 16 21:42:41 +0000 2022,nato,515946,12543,12674,Usa,"Ukrainian Pacifists Say US, NATO and Russia Share Responsibility to Avoid War https://t.co/R0zNRRxsjP via @truthout",ukrainian pacifist say russia share responsibility avoid war via,-1
Wed Feb 16 21:42:28 +0000 2022,nato,165046,2968,5001,Switzerland,"Russia increasing troop numbers, say NATO - as Kremlin issues energy supply warning to Europe

https://t.co/ZkNbKJlt4S",russia increasing troop number say kremlin issue energy supply warning europe,-1
Wed Feb 16 21:42:04 +0000 2022,nato,662845,643193,156,Ireland,Alliance chief says Russia is continuing its military build-up near Ukraine border https://t.co/JiX3y9HONo,alliance chief say russia continuing military near border,0
Wed Feb 16 21:41:40 +0000 2022,nato,4581,164,418,Usa,@LIbeaches15 @triflerose No but maybe Putin is upset that Biden and Nato are pushing Ukraine to join Nato.  2/3 of Russia's army?  Maybe like 1/3?   I could be wrong.,maybe putin upset biden pushing join russia army maybe like could wrong,-1
Wed Feb 16 21:40:13 +0000 2022,nato,72656,1170,1007,Usa,@vicktop55 Germany needs Nord Stream 2 so I don't expect Germany putting up with Ukrainian adventurism. I don't think France will either. If the US forces Ukraine into conflict in the Donbass it may split NATO. It will also further split Ukraine. Partition of Ukraine may be sensible.,germany need nord stream expect germany putting ukrainian adventurism think france either force conflict donbas may split also split partition may sensible,1
Wed Feb 16 22:00:49 +0000 2022,nato,25,0,49,Usa,"@OmegonAlpha @EndGameWW3 If a bluff: it was expensive, didn’t work, strengthened Ukraines military, increased anti-Russian sentiment in neighboring countries, and led to more NATO presence in Eastern Europe. Russian forces are massing and preparing infrastructure. Seems like Putin still has more planned.",bluff expensive work strengthened military increased sentiment neighboring country led presence eastern europe russian force massing preparing infrastructure seems like putin still planned,1
Wed Feb 16 21:59:55 +0000 2022,nato,258459,1270,154,Germany,"NOW BOTH GERMANY AND US ARE TIRED OF WATING FOR WHAT THEY ASSUMED PUTIN WOULD DO NEXT...MEANING STAND DOWN AND MOVEBACK TO BASE

THIS IS AS UNIFIED AS U WILL SEE NATO AND THE US...PUTIN NEEDS TO UNDERSTAND HE IS CUTTING HIMSELF OFF OF THE 500M GERMANY INVESTMENT YEARLY INTO https://t.co/EHQXYl4Nx6",germany tired wating assumed putin would next meaning stand moveback base unified see putin need understand cutting germany investment yearly,-1
Wed Feb 16 21:58:33 +0000 2022,nato,4755,5111,494,Usa,"1️⃣ #NATO Allies bolstered their defenses by sending troops and equipment to 🇵🇱 &amp; 🇱🇹 and #Turkey began providing drones to Kyiv. All this as #Ukraine prepares to unplug from Russian electricity amid fears of invasion. 

More 👉 https://t.co/rL15nj20hA (3/7)",ally bolstered defense sending troop equipment amp began providing drone kyiv prepares unplug russian electricity amid fear invasion,-1
Wed Feb 16 21:58:12 +0000 2022,nato,38154,1640,1684,Usa,"2/16/22 Tulsi Gabbard on Fox talking about inflation, gas prices, US &amp; Nato, Ukraine and Russia, and more.

#TulsiGabbard #Tulsi #inflation #InflationRate #GasPrice #USA #NATO #UkraineCrisis #RussiaUkraine #nowarinukraine 

https://t.co/YutIpAPCYY",tulsi gabbard fox talking inflation gas price amp russia,-1
Wed Feb 16 21:57:47 +0000 2022,nato,4138,164,1097,Usa,"Well ya 😔
Fox News: China says US is 'playing up' Russia threat to Ukraine.
https://t.co/bASLK7RZif

via @GoogleNews",well fox news china say russia threat via,-1
Wed Feb 16 21:57:32 +0000 2022,nato,24197,636,234,Usa,Important to know that the announced Russian troop withdrawal is about exercises they were doing in Crimea. https://t.co/BITZNT8WBm,important know announced russian troop withdrawal exercise crimea,1
Wed Feb 16 21:56:31 +0000 2022,nato,4863,5265,397,Usa,".#Putin blamed Russia's ongoing military escalation on the United States, NATO, and #Ukraine. 
 https://t.co/VRkozUgqSa",blamed russia ongoing military escalation united state,-1
Wed Feb 16 21:56:22 +0000 2022,nato,85940,779,1616,Usa,I think We had better wake up that NATO is going to have to fight a war for democracy against China and Russia.,think better wake going fight war democracy china russia,-1
Wed Feb 16 21:56:11 +0000 2022,nato,628432,574,587,Usa,"No sign of withdrawal of #Russian troops near #Ukraine, #NATO chief says - #BBC News https://t.co/Y4U1DkORNB",sign withdrawal troop near chief say news,0
Wed Feb 16 21:55:42 +0000 2022,nato,94363,13830,14788,Usa,"No sign of withdrawal of #Russian troops near #UkraineBorder , @NATO chief says - ... https://t.co/Ig5cpwwTIb via @YouTube",sign withdrawal troop near chief say via,0
Wed Feb 16 21:55:13 +0000 2022,nato,33083,335958,77,England,FirstFT: Nato says Russian troop numbers still rising near Ukraine https://t.co/6snZ7uUuqq,firstft say russian troop number still rising near,0
Wed Feb 16 21:54:52 +0000 2022,nato,211997,10420,9583,Usa,NATO allies gang up against Russia despite troop draw down (full show) https://t.co/UqLGYbsqSa via @YouTube,ally gang russia despite troop draw full show via,0
Wed Feb 16 21:54:18 +0000 2022,nato,30023,126,1637,Usa,"U.S., NATO cite continuing Russian threat to Ukraine despite pullback claims - The Washington Post https://t.co/dKIL7gpryb",cite continuing russian threat despite pullback claim washington post,-1
Wed Feb 16 22:13:43 +0000 2022,nato,1444,3,245,Usa,"@Servelan BREAKING NEWS

NATO rejects claims Russian troops are pulling back, because they are still in Russia",breaking news reject claim russian troop pulling back still russia,-1
Wed Feb 16 22:13:34 +0000 2022,nato,260854,1158,44,England,"NATO chief contradicts Russia withdrawal claims, says no proof of pulling back https://t.co/DwTHTyBa65",chief contradicts russia withdrawal claim say proof pulling back,-1
Wed Feb 16 22:13:33 +0000 2022,nato,12319,318,605,Ireland,"@TonyWoo12578965 @comrade_eg @waltshaub @TonyH_Pattaya FYI Stalin's Russia died in the 90s and he was from Georgia.
NATO Putin actually wants to join NATO when he took over to have better for operation with Western Europe.
Then people who want to sell Arms wouldn't like that.",fyi stalin russia died georgia putin actually want join took better operation western europe people want sell arm would like,-1
Wed Feb 16 22:12:05 +0000 2022,nato,3511,42,171,Usa,"@MMFlint Russia wants autonomous regions within Ukraine to prevent them joining NATO, we want chaos to kill Nordstream 2 and sell them gas. As usual, the rich and powerful are stoking conflict to gain more power and make more money.",russia want autonomous region within prevent joining want chaos kill nordstream sell gas usual rich powerful stoking conflict gain power make money,-1
Wed Feb 16 22:11:59 +0000 2022,nato,549,7,7,Usa,"@SoCalCoasty @Brettcarrr @CFL68 @DavidGo72310816 @BorisJohnson do u think russia is going to keep withdrawing troops as nato sends more troops to the border no, they wont because now NATO is using intimidation to get russia to back down.",think russia going keep withdrawing troop sends troop border wont using intimidation get russia back,1
Wed Feb 16 22:11:36 +0000 2022,nato,696957,12309,12,Usa,"Ukrainian President Volodymyr Zelensky says no evidence Russia withdrawing troops 

https://t.co/y1D11VpBA2",ukrainian president volodymyr zelensky say evidence russia withdrawing troop,0
Wed Feb 16 22:11:26 +0000 2022,nato,39437,343,401,France,"Nato says Russian troop numbers still rising near Ukraine border
https://t.co/uH1VFvmvTQ",say russian troop number still rising near border,0
Wed Feb 16 22:11:02 +0000 2022,nato,35771,1321,229,England,If Russia invaded Ukraine with NATO involved and ready for battle the Russian mil will be devastated as NATO has superior tech and capabilities. It would be a significant military defeat for Russia. But only if NATO is battle ready and deployed. Its not for at least 28 days!,russia invaded involved ready battle russian mil devastated superior tech capability would significant military defeat russia battle ready deployed least day,-1
Wed Feb 16 22:10:53 +0000 2022,nato,549,7,7,Canada,"@SoCalCoasty @Brettcarrr @CFL68 @DavidGo72310816 @BorisJohnson lets take a nice long look at the current crisis, right now russia has some 130k troops 250km give or take from the border, nato member states want a de-escalation but are still sending more troops to the border. not de-escalting but escalating the situation.",let take nice long look current crisis right russia troop give take border member state want still sending troop border escalating situation,-1
Wed Feb 16 22:30:42 +0000 2022,nato,3100,203,280,Usa,"@leesuigeneris I'm not a Bolton supporter by any stretch. Now on that point we agree, Bolton loves war and personally I believe he's a war profiteer. But when he's right, he's right. #PutinsBitch would've disbanded NATO by now and rolled red carpet right to Kyiv for Russian troops.",bolton supporter stretch point agree bolton love war personally believe war profiteer right right would disbanded rolled red carpet right kyiv russian troop,1
Wed Feb 16 22:29:02 +0000 2022,nato,30921,12,102,Usa,"The current crisis between Russia and the West is fueled by a fallacious claim by Russian President Vladimir Putin that the U.S., misled the Soviet Union that NATO would not expand to the east.

Source link",current crisis russia west fueled fallacious claim russian president vladimir putin misled soviet union would expand east source link,-1
Wed Feb 16 22:29:02 +0000 2022,nato,20456,4008,614,Germany,"What about NATO =US if Russia had weapons in Venezuelan, Cuba, Mexico  OR in the Us border. US Hypocrisy https://t.co/UHwJC0qozw",russia weapon venezuelan cuba mexico border hypocrisy,-1
Wed Feb 16 22:28:53 +0000 2022,nato,399867,6748,6303,Usa,Biden Tells Putin What Trump Never Would: The US Will Defend Every Inch Of NATO Territory https://t.co/DIQzVTU1tB,biden tell putin trump never would defend every inch territory,0
Wed Feb 16 22:28:26 +0000 2022,nato,208934,5678,5868,Usa,"NATO warns Russia still building up troops, as Ukraine holds defiant national holiday  https://t.co/2omXxCFpbA",warns russia still building troop hold defiant national holiday,1
Wed Feb 16 22:28:24 +0000 2022,nato,30631,607,567,Usa,"@JeremyWard33 No sentient being would invade Ukraine, a failed State.
Nothing but liabilities.
Intervention to protect 1/3rd of the population that is ethnic Russian would be a win.
Did I mention Russia (rightly) will NEVER let Ukraine join NATO?",sentient would invade failed state nothing liability intervention protect population ethnic russian would win mention russia rightly never let join,-1
Wed Feb 16 22:28:12 +0000 2022,nato,1867,5165,66,Pakistan,"China Accuses U.S. of ""Playing Up the Threat of Warfare"" Between Russia and Ukraine
Click the link for details:
https://t.co/fHIo7KcCiV
#raahtv #China #Russia #Russian #putin #XiJinping #Ukraine #Kiev #kyiv #nato #Australia #US #USA #EU #Moscow #pentagon https://t.co/94tcZFFIcM",china accuses playing threat warfare russia click link detail,-1
Wed Feb 16 22:27:58 +0000 2022,nato,46077,123,145,Usa,"@27khv I’ll give these goofs until 9:30 a.m. MST, February 17th. But if we get to 9:31 a.m. with no invasion having commenced, I want them, Biden, NATO member leaders, Stoltenberg too, to drink hemlock. Or commit to ignore any statement in future that starts: “US intelligence says…”.",give goof mst february get invasion commenced want biden member leader stoltenberg drink hemlock commit ignore statement future start intelligence,1
Wed Feb 16 22:27:55 +0000 2022,nato,30530,880,575,Usa,@starsandstripes Anybody stop to think that the US/UK/NATO Troika of Tyranny is the true threat and Russia is only responding to it?,anybody stop think troika tyranny true threat russia responding,-1
Wed Feb 16 22:27:42 +0000 2022,nato,43638,3029,1138,Usa,"The national security  doctrine of the US clearly stipulates that Russia and China are the enemies of the US
Biden is lying when saying that NATO and US are not Russia's enemies  ( NATO is US ) https://t.co/Nq4VTCMQR9",national security doctrine clearly stipulates russia china enemy biden lying saying russia enemy,-1
Wed Feb 16 22:27:23 +0000 2022,nato,45883,3211,2439,England,"@JCBua @DougChristianDC Fascinating chit-chat as always, JC and Doug. Putin is clearly up to his old tricks again. While the west’s eyeballs are glued to Ukraine’s border, what is Putin really up to? He does not want the might of NATO bearing down on Russia, but will goad them to feign his innocence.",fascinating always doug putin clearly old trick west eyeball glued border putin really want might bearing russia goad feign innocence,1
Wed Feb 16 22:27:13 +0000 2022,nato,61859,3182,2162,Usa,"🇺🇦🌏🇷🇺

Russia and Ukraine: how will the West react? https://t.co/yGpwQAh1yc via @TheEconomist 

#Russia #Ukraine #conflict #UkraineCrisis #RussiaUkraine #military #border #NATO #geopolitics #explainer #VladimirPutin #Putin",russia west react via,-1
Wed Feb 16 22:27:09 +0000 2022,nato,25,23,110,England,@PegasusSnowDrop @SoCalCoasty @CFL68 @DavidGo72310816 @BorisJohnson Troops were sent when Crimea was annexed Putin knows Nato would have to respond all be it minimal. it’s eastern members were/are worried and concerned by Putin irrational behaviour.,troop sent crimea annexed putin know would respond minimal eastern member worried concerned putin irrational behaviour,-1
Wed Feb 16 22:25:17 +0000 2022,nato,145135,1140,1538,Usa,"@AlLindstrom 😄 

He would’ve sent our Troops to Ukraine to attack Russia, giving Russia the excuse to enter Ukraine. Then pull our troops out of there because NATO finally gotten through to him.",would sent troop attack russia giving russia excuse enter pull troop finally gotten,-1
Wed Feb 16 22:45:50 +0000 2022,nato,42597,1839,3223,Usa,@MarshaBlackburn Weakness?   You mistake Biden for Trump.  Biden and NATO are standing up to Putin. Trump licked Putin's boots daily.,weakness mistake biden trump biden standing putin trump licked putin boot daily,-1
Wed Feb 16 22:43:43 +0000 2022,nato,574,1353,5001,England,"This is what Putin wants. Granting this could be the beginning of the end for Ukraine. 

#NATO #RussiaUkraineCrisis #Donbas

https://t.co/lKwkMVIj3R",putin want granting could beginning end,1
Wed Feb 16 22:43:42 +0000 2022,nato,350,58,345,Usa,@McFaul If Russia afraid of NATO than Russia should join the NATO and enjoy the safety and benefits of unity.,russia afraid russia join enjoy safety benefit unity,1
Wed Feb 16 22:39:38 +0000 2022,nato,47425,2338410,899,Turkey,Washington had alerted that Russia will attack Ukraine on 16th Feb; but the deadline has passed; what does it mean: Putin backed off under the US pressure? West has silently agreed to Russian terms of not extending NATO to Ukraine? Washington was only doing propaganda?,washington alerted russia attack feb deadline passed mean putin backed pressure west silently agreed russian term extending washington propaganda,-1
Wed Feb 16 22:38:59 +0000 2022,nato,29208,1504,513,Usa,"@jfrankel71 @apmassaro3 @NATO And Russia's not gonna start a planet-ending nuclear war over Ukraine, either, #dramaqueen",russia gon start nuclear war either,-1
Wed Feb 16 22:38:36 +0000 2022,nato,413616,652945,857,England,"Nato says it still sees no sign of Russia pulling back forces from the Ukrainian border, despite claims by Moscow that its troops have begun returning to their bases👇 https://t.co/thgp5liX6U",say still see sign russia pulling back force ukrainian border despite claim moscow troop begun returning,0
Wed Feb 16 22:38:27 +0000 2022,nato,5382,470,1340,England,@BBCNews can you report the scale of @NATO troops and missiles now in Eastern Europe....feels like this is a fairly important part of balanced reporting?,report scale troop missile eastern europe feel like fairly important part balanced reporting,1
Wed Feb 16 22:38:26 +0000 2022,nato,4367,243,118,England,@DFarrell135 @JackMurphyRGR @zenpundit Well okay. But it's not like Putin is admired in the West. And there's not so much that Russia needs from the West. The EU already are aware that this whole thing comes from Bush offering NATO membership in 08.,well okay like putin admired west much russia need west already aware whole thing come bush offering membership,1
Wed Feb 16 22:37:52 +0000 2022,nato,26256,31419,1903,England,"""Concerns over Macron’s naivete &amp; proclivity to undermine Western unity are overblown; the French president will neither go rogue nor compromise the interests of NATO, EU or nonaligned European states, led by Ukraine, ... to foster dialogue with Russia.""

https://t.co/sJneigYDxV",concern macron naivete amp proclivity undermine western unity overblown french president neither rogue compromise interest nonaligned european state led foster dialogue russia,-1
Wed Feb 16 23:00:27 +0000 2022,nato,40437,1350,4999,Brasil,"Earlier, the balance of risks tilted to the upside amid lingering tensions in Eastern Europe and tightening global oil supplies. NATO officials accused Russia of concentrating troops at the Ukrainian border a day after Moscow insisted they had withdrawn some forces.",earlier balance risk tilted upside amid lingering tension eastern europe tightening global oil supply official accused russia concentrating troop ukrainian border day moscow insisted withdrawn force,-1
Wed Feb 16 22:59:41 +0000 2022,nato,157313,3552,4274,Mexico,Ukraine crisis: Nato considering new battlegroups in eastern Europe after ‘no sign’ of Russian de-escalation – live https://t.co/6OBgk7jfyL,crisis considering new battlegroups eastern europe sign russian live,-1
Wed Feb 16 22:59:10 +0000 2022,nato,1226950,3665780,398,England,"Russia moving forces to Ukraine border, says UK military intelligence https://t.co/iKgKdnecpC",russia moving force border say military intelligence,1
Wed Feb 16 22:59:00 +0000 2022,nato,339720,4920,3858,Germany,NATO: Russia still upping troops on Ukraine border: Blinken: We’ve not seen pullback https://t.co/dm2GFslJw6 via @timesofisrael,russia still upping troop border blinken seen pullback via,0
Wed Feb 16 22:57:00 +0000 2022,nato,40043,185,29,England,"@trendisty @FakeCatfish @jvs929 @DrJillStein I am talking about all those ex-socialist countries that rushed to join NATO after more than a decade of becoming free from the Soviet oppression.
Did Russia threaten to invade them too?

Ukraine’s reason are likely to be the same.",talking country rushed join decade becoming free soviet oppression russia threaten invade reason likely,1
Wed Feb 16 22:55:46 +0000 2022,nato,27,1,27,Germany,"@KennyEdw @ilirmetazyrtar Let me remind you that Ukraine did not want to join NATO in the Russian aggression in 2014, when Russia annexed Crimea and is waging war in Donbass for the 8th year in a row",let remind want join russian aggression russia annexed crimea waging war donbas year row,-1
Wed Feb 16 22:55:32 +0000 2022,nato,56327,2081751,8655,Usa,"C-SPAN's Word for Word newsletter:

• NATO leader warns Russia is still building up forces
• U.S. can't yet assign blame for cyberattacks in Ukraine
• CDC says its ""cautiously optimistic"" about Omicron decline

https://t.co/VOro975mGt",word word newsletter leader warns russia still building force yet assign blame cyberattacks cdc say cautiously optimistic omicron decline,-1
Wed Feb 16 23:13:44 +0000 2022,nato,9003,6360,1145,Usa,"While the US and NATO keep pushing the Russia/Ukraine war scenario,  Ukraine, Russia and now China are all asserting it's not going to happen and that the US is responsible for the tense atmosphere and social instability.
https://t.co/SXG64Mc5zm",keep pushing war scenario russia china asserting going happen responsible tense atmosphere social instability,-1
Wed Feb 16 23:12:34 +0000 2022,nato,45357,359,549,England,Tech Update:  The US and NATO aren't buying Russia's claims it's pulling troops away from Ukraine https://t.co/Mfdz9l6tWN ...Let's Discuss? #digitaltransformation #digitalstrategy #digitalworkplace https://t.co/jt623C75Bj,tech update buying russia claim pulling troop away let discus,0
Wed Feb 16 23:12:29 +0000 2022,nato,10752,153,483,Usa,"The fate of Ukraine rests in one person's hands--Biden. Putin will not attack if Russia is granted serious concessions. Which would hurt NATO, US diplomacy, and Biden domestically--but would save countless Russian and Ukrainian lives.",fate rest one person hand biden putin attack russia granted serious concession would hurt diplomacy biden domestically would save countless russian ukrainian life,-1
Wed Feb 16 23:11:12 +0000 2022,nato,8519,63,415,Usa,"@dervish2115 @vancampen62 @GermanAmbUSA Yeah, no. Russia's treatment of its neighbors speaks for itself. They're not getting their soviet union back, as much as Putin wants it and the more he fucks with his neighbors, the more NATO friendly they become.",yeah russia treatment neighbor speaks getting soviet union back much putin want fuck neighbor friendly become,1
Wed Feb 16 23:10:39 +0000 2022,nato,1566351,30453,33372,Belgium,"Andy Vermaut shares:Russia is still building up troops near Ukraine, say U.S. and NATO: submitted by  /u/Flatulent_Spatula  
 [link] [comments] https://t.co/YsTi13xxtq Thank you! https://t.co/iVK38XlbJU",andy vermaut share russia still building troop near say submitted link comment thank,1
Wed Feb 16 23:10:23 +0000 2022,nato,185,20,38,Usa,"I suggest
-Evacuate all US Embassy staff in Russia.
-Shutdown Nordstream2.
-Immediately provide a free one-year NATO membership to Ukraine… Paid for with seized Russian assets.
-Send $1000 “Stimulus Check” to each Russian Soldier so they can feed their families.",suggest embassy staff russia provide free membership paid seized russian asset stimulus check russian soldier feed family,1
Wed Feb 16 23:08:29 +0000 2022,nato,69736,181312,45643,Usa,"NATO officials have joined the U.S. and other Western nations in saying they have yet to see evidence that Russia is pulling back some troops near the shared border with Ukraine, as Russia claimed earlier this week.

https://t.co/Ljt7QtzqJk",official joined western nation saying yet see evidence russia pulling back troop near shared border russia claimed earlier week,1
Wed Feb 16 23:30:14 +0000 2022,nato,1175,56,143,Usa,"@chezzy51 True… but there is the little thing of the 100,000 troops on the border. I mean would Russia shrug if NATO mobilized 100,000 troops to the Polish border with Belarus and then said ‘nothing to worry about here’?",little thing troop border mean would russia shrug mobilized troop polish border belarus said nothing worry,1
Wed Feb 16 23:28:26 +0000 2022,nato,1175,56,143,Usa,"@Ruptly Wonder what Russia would think if NATO amassed 100,000 troops in Poland in Belarus border? Would they believe “we’re just there to do some training.”?",wonder russia would think amassed troop poland belarus border would believe,0
Wed Feb 16 23:26:43 +0000 2022,nato,23631,2226,4142,Usa,"@antifatalism Given what happened to Crimea, why wouldn’t the Ukrainians try to join NATO. Imperialist Russia bullying Ukraine has consequences.",given happened crimea ukrainian try join imperialist russia bullying consequence,-1
Wed Feb 16 23:26:21 +0000 2022,nato,6332,129,534,Usa,"Russia has no reason nor interest to invade #Ukraine.
However, there are 2 things it cannot &amp; will not tolerate:
1) a massive Ukr. army attack/ conquest of #Donbass
2) NATO missiles &amp; troops on its southern border
Solution is simple: #MinskAgreements",russia reason interest invade however thing amp tolerate massive ukr army conquest missile amp troop southern border solution simple,1
Wed Feb 16 23:26:19 +0000 2022,nato,292555,4369,4632,Usa,Russia-Ukraine crisis: Latest news as U.S. and NATO reject Moscow's claims of initial pullback https://t.co/mI2vzdCpHg,crisis latest news reject moscow claim initial pullback,-1
Wed Feb 16 23:25:45 +0000 2022,nato,7313,276,854,England,"@OpusAqua Russia won't invade Ukraine, They are just flexing their muscles showing the rest of the world keeping poking the dog and it will bite back. They will only invade Ukraine when Nato starts setting up bases there.",russia invade flexing muscle showing rest world keeping poking dog bite back invade start setting base,0
Wed Feb 16 23:24:30 +0000 2022,nato,168,10,24,Usa,@ScotianApe Russia still has more troops on the border with Ukraine than they did yesterday. They are simply reinforcing NATO partners/providing aid. Russia is still the aggressor and your take is cringe,russia still troop border yesterday simply reinforcing aid russia still aggressor take cringe,-1
Wed Feb 16 23:24:13 +0000 2022,nato,93176,6112,221,Usa,"discussions : how to move US Nato war on Russia forward?

now that the Union was split, 1991, it's time to set up Ukraine fighting a war with Russia https://t.co/Ra5gqkXJb1",discussion move war russia forward union split time set fighting war russia,-1
Wed Feb 16 23:45:00 +0000 2022,nato,50506,2985,4183,Usa,"@RepMcCaul oh my! Blaming @JoeBiden for Trump inept handing of NATO, Russia! Stop the GQP talking points and put forth some facts! Your lies don’t match Reality  on @wolfblitzer",blaming trump inept handing russia stop gqp talking point put forth fact lie match reality,-1
Wed Feb 16 23:43:55 +0000 2022,nato,22089,49,85,Usa,"U.S. and Russian officials clash over status of troops near Ukraine https://t.co/bvKazbsaqk The World recognizes that Vladimir Putin is a KGB trained lier using conflicting lies to confuse, bluff, and distract his enemies.",russian official clash status troop near world recognizes vladimir putin kgb trained lier using conflicting lie confuse bluff distract enemy,-1
Wed Feb 16 23:42:14 +0000 2022,nato,5530,136,961,Usa,"@latimes @TwitterSpaces @JeffreyLAT @nabihbulos @DelWilber @TracyKWilkinson VLADIMIR PUTIN CAN NOT DISREGARD THE PRESENCE OF THE WORLD'S POWERS, BECAUSE ANYTHING HE DOES NATO WILL RETURNED IT BACK,THE SAME TO WITH ACTIONS IS PREPARED EVERY WHERE TO MOVE",vladimir putin disregard presence world power anything returned back action prepared every move,-1
Wed Feb 16 23:41:08 +0000 2022,nato,9065,3684,88,Malaysia,"Oil and gold rose on Wednesday after NATO and the United States said Russia was increasing its troop build-up near Ukraine, while a dovish reading of minutes from the last Federal Reserve meeting helped stocks close mostly flat on Wall Street.

https://t.co/5wyRvPPpU9",oil gold rose wednesday united state said russia increasing troop near dovish reading minute last federal reserve meeting helped stock close mostly flat wall street,1
Wed Feb 16 23:40:55 +0000 2022,nato,43792,3636,1187,Usa,"Officials from the U.S. and NATO say they have not seen a major withdrawal of Russian troops from Ukraine's borders, despite the announcement this week by Putin that Russian military officials had ordered some troops to return to their home bases.
https://t.co/1mA1k5GZbP",official say seen major withdrawal russian troop border despite announcement week putin russian military official ordered troop return home base,1
